name,location,rest_type,cuisines,cost,online_order,book_table,rate,votes,type
Puliyogare Point,Basavanagudi,Quick Bites,South Indian,100.0,Yes,No,4.2,444,Delivery
Bangalore Agarwal Bhavan,Jayanagar,Quick Bites,"Street Food, North Indian, South Indian",400.0,Yes,No,3.9,134,Delivery
Rustic Stove,Jayanagar,Casual Dining,"North Indian, South Indian, Biryani, Beverages",900.0,Yes,No,3.8,577,Delivery
Udupi Ruchi Grand,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0,Yes,No,4.2,60,Delivery
De Thaali,Jayanagar,Casual Dining,"North Indian, Chinese, Rolls",550.0,Yes,No,3.9,144,Delivery
Just Thindi,Basavanagudi,Quick Bites,South Indian,200.0,Yes,No,3.6,16,Delivery
Matru Sagar,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",250.0,Yes,No,3.6,84,Delivery
Vasanth Vihar - Since 1965,Banashankari,Quick Bites,"South Indian, Street Food",150.0,Yes,No,3.6,95,Delivery
Sea Spice by 7 Star,Banashankari,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,Yes,Yes,4.0,349,Delivery
Desi Dawat,Kumaraswamy Layout,Quick Bites,"North Indian, Fast Food",400.0,Yes,No,3.7,248,Delivery
Cafe Aira,Basavanagudi,Cafe,"Cafe, Continental, Beverages, Desserts",500.0,Yes,No,4.1,216,Delivery
Mast Punjabi,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese, Rolls, Biryani, Kebab",400.0,Yes,No,2.6,231,
South Grand,Uttarahalli,Casual Dining,"South Indian, North Indian, Chinese, Beverages",400.0,Yes,No,3.4,102,Delivery
The Pizzeria,Banashankari,Casual Dining,"Pizza, Italian, Salad",800.0,Yes,No,2.8,45,Delivery
Cafe Zone,Kumaraswamy Layout,Quick Bites,"Fast Food, Chinese, Rolls",300.0,Yes,No,3.9,149,Delivery
Ruchis Point,Banashankari,Quick Bites,"Fast Food, Chinese",200.0,Yes,No,3.8,75,Delivery
Firangi Bake,Rajarajeshwari Nagar,Delivery,"Mexican, Italian",600.0,Yes,No,4.0,53,Delivery
The Royal Corner - Pai Viceroy,Jayanagar,Casual Dining,"North Indian, Chinese",900.0,Yes,Yes,4.2,815,Delivery
Hara Fine Dine,Banashankari,Casual Dining,"North Indian, Chinese",800.0,Yes,Yes,4.0,633,Delivery
Chocoberry,Jayanagar,Dessert Parlor,"Ice Cream, Desserts, Beverages",400.0,Yes,No,3.5,56,Delivery
Dakshin Grand,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300.0,Yes,No,3.0,82,Delivery
Sandwichwallas,Jayanagar,Quick Bites,Fast Food,200.0,Yes,No,3.7,35,Delivery
Chai Mane,Basavanagudi,Quick Bites,"Juices, Fast Food",150.0,Yes,No,3.6,20,Delivery
SLV Upachar,Kumaraswamy Layout,Quick Bites,"South Indian, Chinese, Street Food",250.0,Yes,No,3.1,14,Delivery
Waffle-A-Go Go,Banashankari,Dessert Parlor,"Fast Food, Desserts, Ice Cream",400.0,Yes,No,3.9,70,Delivery
Cross Road Cafe,Jayanagar,Cafe,"Cafe, Fast Food, Chinese",300.0,Yes,No,3.9,91,Delivery
Anand Donne Biriyani,Jayanagar,Quick Bites,Biryani,200.0,Yes,No,3.6,45,Delivery
Seven Star,Banashankari,Quick Bites,"North Indian, Chinese",250.0,Yes,No,3.4,7,Delivery
Stop 'N' Joy,Banashankari,Quick Bites,Fast Food,150.0,Yes,No,3.8,28,Delivery
Sri Yaksha Shiv Sagar,Banashankari,Casual Dining,"North Indian, Chinese",600.0,Yes,No,3.6,24,Delivery
Fudge,Basavanagudi,Dessert Parlor,"Desserts, Momos",200.0,Yes,No,3.8,36,Delivery
Just Bunny,Jayanagar,Quick Bites,Fast Food,200.0,Yes,No,3.5,11,Delivery
Bakers Town,Kumaraswamy Layout,Cafe,"Cafe, Continental, Fast Food",650.0,Yes,No,3.8,77,Delivery
Shree Mahalakshmi Sweets,Banashankari,Sweet Shop,"Mithai, Street Food",100.0,Yes,No,3.2,8,Delivery
Kaapi Kendra,Jayanagar,Quick Bites,South Indian,100.0,Yes,No,3.7,14,Delivery
Ivy,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese, Fast Food",600.0,Yes,No,3.8,210,Delivery
The Airos,Jayanagar,Cafe,"Cafe, Italian, Pizza",650.0,Yes,No,4.1,130,Delivery
Chai Kraft,Jayanagar,Beverage Shop,"Beverages, Tea",100.0,Yes,No,4.1,30,Delivery
South Point Pub,Basavanagudi,Bar,"North Indian, Seafood, Chinese",800.0,Yes,No,3.4,11,Delivery
The Trundle,Jayanagar,Casual Dining,"Chinese, Thai, Continental, North Indian",700.0,Yes,No,3.7,133,Delivery
The Krishna Grand Xpress,Jayanagar,Quick Bites,"South Indian, Fast Food",350.0,Yes,No,4.0,136,Delivery
Sri Krishna Darshini,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",200.0,Yes,No,3.1,4,Delivery
Shringar Sweets & Snacks,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, South Indian, Street Food, Fast Food",200.0,Yes,No,3.5,11,Delivery
Udupi Grand,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",300.0,Yes,No,3.8,74,Delivery
Ganesh Grand,Basavanagudi,Quick Bites,"South Indian, North Indian, Desserts",300.0,Yes,No,3.7,30,Delivery
Shreyas Upahar & Burger Point,Basavanagudi,Quick Bites,"South Indian, Burger",200.0,Yes,No,3.0,7,Delivery
Little Cafe,Basavanagudi,Cafe,"Cafe, Beverages",600.0,Yes,No,3.7,54,Delivery
Mumbai Badam Milk & Lassi Center,Basavanagudi,Kiosk,"Beverages, Desserts",100.0,Yes,No,3.6,23,Delivery
Sri Krishna Sagar,Banashankari,Casual Dining,"North Indian, Chinese",400.0,Yes,No,3.2,119,Delivery
Mylari Biryani Family Restaurant,Banashankari,Quick Bites,"Biryani, Fast Food",400.0,Yes,No,3.7,73,Delivery
1980s Games Cafe,Basavanagudi,Cafe,"Cafe, Fast Food",400.0,Yes,No,3.4,58,Delivery
Kadala Tarangaa,Banashankari,Casual Dining,"Mangalorean, Seafood, North Indian",600.0,Yes,No,3.6,129,
Namma Biryani,Banashankari,Quick Bites,"Biryani, Chinese, North Indian",250.0,Yes,No,3.6,24,Delivery
Nandhanu's Rasoi,Kumaraswamy Layout,Quick Bites,"Chinese, North Indian",400.0,Yes,No,3.0,175,Delivery
Hotel Pork Paradise,Mysore Road,Quick Bites,South Indian,300.0,Yes,No,3.7,21,Delivery
As On Fire,South Bangalore,Food Truck,"Pizza, Fast Food, BBQ",400.0,Yes,No,3.5,41,Delivery
J K Fish Land,Jayanagar,Quick Bites,"Seafood, Mangalorean",300.0,Yes,No,3.6,35,Delivery
Curry Leaves,Basavanagudi,Casual Dining,"Andhra, North Indian, Chinese",800.0,Yes,No,4.1,176,Delivery
Lassi Shop,Banashankari,Beverage Shop,"Beverages, Ice Cream, Fast Food",300.0,Yes,No,3.5,45,Delivery
Magic Meals,Jayanagar,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",400.0,Yes,No,3.7,47,Delivery
Desi Cream Junction,Jayanagar,Casual Dining,"Chinese, North Indian, Pizza, Italian",650.0,Yes,Yes,3.7,36,Delivery
Drunken Monkey,Kumaraswamy Layout,"Beverage Shop, Quick Bites","Beverages, Fast Food",400.0,Yes,No,3.8,52,Delivery
Ruchi's Corner,Banashankari,Quick Bites,Fast Food,200.0,Yes,No,2.7,123,Delivery
Tandoori Bytes,Kumaraswamy Layout,Casual Dining,North Indian,700.0,Yes,No,3.6,59,Delivery
Bangalore Donne Biriyani,Kumaraswamy Layout,Quick Bites,"South Indian, Biryani",300.0,Yes,No,3.2,4,Delivery
SGS Non Veg - Gundu Pulav,Banashankari,Quick Bites,"Biryani, Fast Food",400.0,Yes,No,3.8,101,Delivery
Keventers,Banashankari,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400.0,Yes,No,3.7,54,Delivery
Navi Food Point,Basavanagudi,Quick Bites,Fast Food,200.0,Yes,No,3.6,22,Delivery
Shawarma Inc,Banashankari,Takeaway,"Rolls, Lebanese",250.0,Yes,No,3.1,31,Delivery
The Cafe Nuts and Bolts,Kumaraswamy Layout,Cafe,"Cafe, Fast Food, Chinese",500.0,Yes,No,3.0,29,Delivery
AM WOW,Jayanagar,Beverage Shop,Beverages,100.0,Yes,No,3.4,6,Delivery
Lalbagh Grand,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",250.0,Yes,No,3.0,22,Delivery
Funjabi Curries,Banashankari,Quick Bites,North Indian,500.0,Yes,No,2.9,11,Delivery
Eat Repeat,Basavanagudi,Quick Bites,South Indian,150.0,Yes,No,3.9,101,Delivery
Salut,Jayanagar,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza",1200.0,Yes,Yes,4.1,442,Delivery
Nammura Donne Biriyani,Basavanagudi,Quick Bites,"Biryani, Fast Food",400.0,Yes,No,3.5,155,Delivery
Lassi Stop,Banashankari,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",150.0,Yes,No,3.4,12,Delivery
Dakshin Kitchen,Basavanagudi,Quick Bites,South Indian,100.0,Yes,No,3.6,15,Delivery
Sri Sai Cafe,Basavanagudi,Quick Bites,South Indian,200.0,Yes,No,3.5,10,Delivery
Sri Sai 99 Variety Dosa,Banashankari,Quick Bites,South Indian,300.0,Yes,No,3.8,25,Delivery
Utsav Restaurant,Banashankari,Quick Bites,"North Indian, Chinese",300.0,Yes,No,3.8,61,Delivery
Crunch and Munch,Uttarahalli,Quick Bites,"Chinese, Street Food, Ice Cream",300.0,Yes,No,3.7,23,Delivery
Food Geek,Basavanagudi,Quick Bites,"Sandwich, Fast Food, Rolls",350.0,Yes,No,3.8,25,Delivery
Sri Krishna Aramane,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",200.0,Yes,No,3.7,40,Delivery
Great Indian Rolls,Basavanagudi,Quick Bites,Rolls,100.0,Yes,No,3.3,4,Delivery
Chats Point,Basavanagudi,Quick Bites,"Fast Food, Street Food",150.0,Yes,No,3.4,8,Delivery
Food Point,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",300.0,Yes,No,3.5,32,Delivery
Swarga Ruchi,Basavanagudi,Quick Bites,South Indian,200.0,Yes,No,3.3,10,Delivery
Kolkata King,Basavanagudi,Quick Bites,"Fast Food, Rolls",300.0,Yes,No,3.4,6,Delivery
Sandwich Mama's And Frozen Monster,Jayanagar,Quick Bites,"Ice Cream, Beverages, Fast Food",250.0,Yes,No,3.8,53,Delivery
New Rajadhani Spicy,Kumaraswamy Layout,Casual Dining,North Indian,700.0,Yes,No,3.7,67,Delivery
Big Mishra Pedha,Jayanagar,Sweet Shop,Mithai,250.0,Yes,No,2.9,23,Delivery
VEGeatz,Banashankari,Quick Bites,"South Indian, North Indian",200.0,Yes,No,3.4,19,Delivery
Foodizo,Banashankari,Quick Bites,"Desserts, Fast Food, Continental",300.0,Yes,No,3.6,24,Delivery
Food Springs,Jayanagar,Quick Bites,"South Indian, Chinese",400.0,Yes,No,4.0,232,
Chung's Chinese Corner,Jayanagar,Casual Dining,Chinese,700.0,Yes,No,3.9,221,Delivery
Eurasia Pasta and Barbeque by Little Italy,Jayanagar,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ",1200.0,Yes,Yes,4.1,1063,Delivery
Goli Vada Pav No. 1,Basavanagudi,Quick Bites,Street Food,200.0,Yes,No,3.7,93,Delivery
Ragoo's,Jayanagar,Casual Dining,"Italian, Pizza, North Indian, Salad",800.0,Yes,No,3.9,233,Delivery
Pure & Natural,Jayanagar,Casual Dining,"Fast Food, Continental, Beverages, Salad, Healthy Food",500.0,Yes,No,3.9,211,Delivery
Maiyas,Jayanagar,Quick Bites,"North Indian, South Indian, Fast Food, Juices",200.0,Yes,No,4.0,1778,Delivery
Sip n Dine,Vijay Nagar,Casual Dining,"North Indian, Chinese, South Indian",800.0,Yes,No,3.6,218,Delivery
Cafe Mondo,Basavanagudi,Cafe,"Cafe, Italian, Beverages",600.0,Yes,No,3.7,514,Delivery
Jalpaan,Jayanagar,Casual Dining,"North Indian, Continental",900.0,Yes,Yes,4.0,866,Delivery
Kataria's Pakwan,Kumaraswamy Layout,Quick Bites,North Indian,400.0,Yes,No,3.2,96,
Juicy Momos,Banashankari,Quick Bites,"Tibetan, Momos",250.0,Yes,No,3.5,80,Delivery
Amande Patisserie,Basavanagudi,Bakery,"Bakery, French, Desserts",300.0,Yes,No,4.0,73,Delivery
Anand Sweets and Savouries,Jayanagar,Sweet Shop,"Mithai, Street Food",400.0,Yes,No,3.9,84,Delivery
Chicken Hunt,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Biryani",350.0,Yes,No,3.5,88,Delivery
Swadesh Tadka,Banashankari,Casual Dining,"North Indian, Chinese, Beverages",600.0,Yes,No,3.5,179,Delivery
Cane-O-La,Basavanagudi,Quick Bites,Juices,100.0,Yes,No,3.8,61,Delivery
New Biryani Mane,Uttarahalli,Casual Dining,"North Indian, Chinese, Biryani, South Indian",450.0,Yes,No,3.7,128,Delivery
Upahara Darshini,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400.0,Yes,No,3.8,339,Delivery
Karnataka Bhel House,Basavanagudi,Quick Bites,Street Food,100.0,Yes,No,4.1,449,Delivery
Sreeraj Lassi Bar,Jayanagar,"Dessert Parlor, Beverage Shop",Beverages,150.0,Yes,No,4.1,210,Delivery
Juice Junction Food Court,Basavanagudi,Quick Bites,"Juices, South Indian, Chinese, Fast Food",200.0,Yes,No,3.7,57,Delivery
Bunt's Biriyani Palace,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Biryani, Seafood",400.0,Yes,No,3.0,213,
Chai Point,Jayanagar,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,Yes,No,3.2,208,
Janahaar,Banashankari,Quick Bites,South Indian,100.0,Yes,No,3.8,70,Delivery
Utsav,Banashankari,Quick Bites,"North Indian, Street Food",200.0,Yes,No,3.7,59,Delivery
Meat And Eat,Banashankari,Quick Bites,"Fast Food, Burger",500.0,Yes,No,3.1,10,Delivery
Snacks Bite,Kumaraswamy Layout,Quick Bites,"Fast Food, Momos",400.0,Yes,No,3.0,9,Delivery
The Spice Saga,Kumaraswamy Layout,Casual Dining,"Biryani, North Indian, Chinese, Seafood",750.0,Yes,No,3.7,124,Delivery
Dakshin Cafe,Kumaraswamy Layout,Quick Bites,South Indian,100.0,Yes,No,3.7,19,Delivery
Kaulige Millet Corner,Basavanagudi,Quick Bites,"Healthy Food, South Indian",150.0,Yes,No,3.3,4,Delivery
Ifruit Ice Cream,Kumaraswamy Layout,Dessert Parlor,"Desserts, Ice Cream",150.0,Yes,No,3.3,4,Delivery
Havmor,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",200.0,Yes,No,3.8,21,Delivery
Grand Food,Banashankari,"Quick Bites, Bakery","South Indian, Bakery, Chinese",250.0,Yes,No,3.4,8,Delivery
Dining Hut,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese, South Indian",400.0,Yes,No,3.5,10,Delivery
Desi Swaad,Kumaraswamy Layout,Quick Bites,North Indian,400.0,Yes,No,3.5,10,Delivery
Yummy Momos,Kumaraswamy Layout,Quick Bites,"Momos, Tibetan, Chinese",200.0,Yes,No,3.2,4,Delivery
Masale Daan,Banashankari,Delivery,North Indian,350.0,Yes,No,3.1,4,Delivery
Grow Fit,JP Nagar,"Takeaway, Delivery","Healthy Food, North Indian, Thai",500.0,Yes,No,3.6,16,Delivery
Lassi Spot,Kumaraswamy Layout,Beverage Shop,,100.0,Yes,No,3.3,4,Delivery
Sandwich Hub,Jayanagar,Quick Bites,"Fast Food, Sandwich",300.0,Yes,No,3.4,12,Delivery
Udupi Sri Krishna Cafe,Jayanagar,Casual Dining,"North Indian, South Indian",600.0,Yes,No,3.9,14,Delivery
Starlite Bakery & Fastfood,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300.0,Yes,No,3.7,0,Delivery
Veganbreak24x7,City Market,"Takeaway, Delivery","South Indian, Chinese, Continental, Biryani",199.0,Yes,No,2.8,5,Delivery
Aadhya Hotel,Basavanagudi,"Casual Dining, Bar","South Indian, North Indian, Chinese, Biryani",800.0,Yes,No,3.3,5,Delivery
Dodda Mane Baaduta,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Biryani",250.0,Yes,No,3.5,15,Delivery
Swadd Kitchen,Basavanagudi,Casual Dining,"North Indian, Fast Food",500.0,Yes,No,3.4,4,Delivery
Happy Chopsticks,Basavanagudi,Quick Bites,"Chinese, Fast Food",300.0,Yes,No,3.6,17,Delivery
Udupi Upachar,Banashankari,Quick Bites,"South Indian, North Indian",500.0,Yes,No,3.3,6,Delivery
Davanagere Benne Dose Hut,Banashankari,Quick Bites,South Indian,100.0,Yes,No,3.4,10,Delivery
Subz,Jayanagar,Casual Dining,"North Indian, South Indian",1000.0,Yes,Yes,4.2,2022,Delivery
Mint and Mustard,Basavanagudi,Casual Dining,"North Indian, Chinese",750.0,Yes,No,4.0,232,Delivery
Chinese Square,Basavanagudi,Quick Bites,Chinese,200.0,Yes,No,3.9,38,Delivery
Punjabi Raswada,Jayanagar,Casual Dining,North Indian,800.0,Yes,Yes,3.5,431,Delivery
Vinny's,Banashankari,Casual Dining,"Pizza, Italian, Continental, Desserts",800.0,Yes,Yes,4.2,2115,Delivery
Chetty's Corner,Uttarahalli,Quick Bites,"Fast Food, Burger, Pizza",200.0,Yes,No,3.4,30,Delivery
Kapoor's Cafe,Jayanagar,Casual Dining,North Indian,800.0,Yes,No,4.2,150,Delivery
Donne Biryani & Kabab Corner,Kumaraswamy Layout,Quick Bites,"Chinese, Biryani",200.0,Yes,No,3.3,12,Delivery
Sukh Sagar,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",450.0,Yes,No,3.8,155,Delivery
S M V Snacks Corner,Basavanagudi,Quick Bites,Fast Food,200.0,Yes,No,3.7,33,Delivery
Andhra Ruchulu,Jayanagar,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",1000.0,Yes,Yes,4.1,666,Delivery
Steaming Mugs,Basavanagudi,Cafe,Cafe,700.0,Yes,No,3.9,240,Delivery
Rajathadri Food Fort,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",600.0,Yes,No,4.0,465,Delivery
Brew Meister,Jayanagar,"Microbrewery, Casual Dining","North Indian, Continental, Finger Food, American, Asian",1500.0,Yes,Yes,4.1,970,
Rasoi,Banashankari,Quick Bites,"North Indian, Chinese",300.0,Yes,No,3.3,128,Delivery
Mr. Singh Da Dhaba,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",300.0,Yes,No,3.6,241,Delivery
Kababs N Biryani,Banashankari,Quick Bites,South Indian,200.0,Yes,No,3.4,22,Delivery
Ayodhya Upachar,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0,Yes,No,4.3,734,Delivery
Biriyani Mane,Jayanagar,Quick Bites,"North Indian, Biryani",400.0,Yes,No,3.8,130,
Cafe Ajfan,Jayanagar,Cafe,"Cafe, Continental, Beverages",700.0,Yes,No,4.2,261,
Brundhavana Food Point,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Beverages",300.0,Yes,No,4.0,191,Delivery
SLV Corner Restaurant,Basavanagudi,Casual Dining,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550.0,Yes,No,4.1,364,Delivery
Hotel New Karavali,Banashankari,Quick Bites,"Mangalorean, South Indian, North Indian",300.0,Yes,No,3.8,133,Delivery
The Krishna Grand,Banashankari,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",750.0,Yes,No,3.9,888,Delivery
Roti Ghar,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian",500.0,Yes,No,3.9,750,Delivery
Kettle & Kegs,Banashankari,Delivery,"Tea, Beverages",200.0,Yes,No,3.2,6,Delivery
Baisakhi,Basavanagudi,Casual Dining,North Indian,500.0,Yes,No,3.8,527,Delivery
Poonam Sweets,Banashankari,Sweet Shop,Mithai,150.0,No,No,4.4,356,Desserts
Amma's Pastries,Banashankari,Dessert Parlor,Bakery,400.0,No,No,3.8,60,Desserts
Polar Bear,Banashankari,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",400.0,Yes,No,3.9,116,Desserts
Anand Sweets and Savouries,Banashankari,"Sweet Shop, Quick Bites","Mithai, Street Food",400.0,No,No,3.7,46,Desserts
Ibaco,Banashankari,Dessert Parlor,Desserts,300.0,Yes,No,3.9,41,Desserts
The Lassi and Juice Park,Banashankari,"Beverage Shop, Dessert Parlor","Juices, Desserts",150.0,No,No,3.8,28,Desserts
Corner Stone,Banashankari,"Beverage Shop, Quick Bites","Beverages, Juices, Desserts, Italian",300.0,No,No,3.6,42,Desserts
Arun Ice Cream,Banashankari,Dessert Parlor,"Ice Cream, Desserts",150.0,No,No,3.4,7,Desserts
Sweet N Swirl,Banashankari,Dessert Parlor,"Desserts, Ice Cream",150.0,No,No,3.2,17,Desserts
Sri Venkateshwara Sweet Meat Stall,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, Street Food, North Indian, Chinese",400.0,No,No,4.0,98,Desserts
Baskin Robbins,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",250.0,No,No,3.7,25,Desserts
Srinivasa Brahmins Bakery,Basavanagudi,"Bakery, Quick Bites","Bakery, Street Food",150.0,No,No,3.6,16,Desserts
Jain Bakes,Basavanagudi,Bakery,"Bakery, Desserts",250.0,No,No,3.6,8,Desserts
KC Das - Sweet Spot,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, Street Food",200.0,No,No,3.6,46,Desserts
A2B Veg - Adyar Ananda Bhavan,Basavanagudi,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400.0,Yes,No,2.7,97,Desserts
Jcubez,Banashankari,Lounge,Finger Food,1300.0,No,Yes,3.8,977,Dine-out
Chung Wah,Banashankari,Casual Dining,"Chinese, Momos, Thai, Vietnamese",900.0,Yes,No,3.9,519,Dine-out
Blue Wings Bar & Restaurant,Banashankari,"Bar, Casual Dining","North Indian, Chinese",700.0,No,No,3.7,43,Dine-out
New Imperial Restaurant,Banashankari,Casual Dining,"North Indian, Chinese",450.0,No,No,3.7,39,Dine-out
Karavali Fish Center,Banashankari,Quick Bites,"Mangalorean, Chinese",300.0,No,No,3.4,10,Dine-out
Iyer's Tiffin Centre,Banashankari,Quick Bites,"South Indian, Chinese",150.0,No,No,3.8,62,Dine-out
Kydz Adda,Banashankari,Casual Dining,Continental,500.0,No,No,3.4,6,Dine-out
Food Box Cafe,Banashankari,Casual Dining,"Mughlai, North Indian, Chinese",500.0,No,No,3.6,36,Dine-out
Sri Ganesh Juice and Chats,Banashankari,"Beverage Shop, Quick Bites","Juices, Street Food",150.0,No,No,3.5,18,Dine-out
Manifest Cafe,Banashankari,Casual Dining,"South Indian, North Indian, Chinese",500.0,No,No,3.5,10,Dine-out
Beijing Bites,Banashankari,Casual Dining,"Chinese, Thai",850.0,No,No,2.7,128,Dine-out
Taaza Thindi,Banashankari,Quick Bites,South Indian,100.0,No,No,4.7,651,Dine-out
Sri Laxmi Venkateshwara Coffee Bar,Banashankari,Quick Bites,South Indian,100.0,No,No,4.4,343,Dine-out
Messy Bowl,Banashankari,Quick Bites,"Fast Food, Beverages",500.0,No,No,3.8,70,Dine-out
Brahmin Cafe,Banashankari,Quick Bites,South Indian,150.0,No,No,3.8,19,Dine-out
Hotel Mangala,Banashankari,Quick Bites,South Indian,250.0,No,No,3.9,88,Dine-out
Simple Thindies,Banashankari,Quick Bites,South Indian,200.0,No,No,3.5,8,Dine-out
SLV Swadishta,Banashankari,Quick Bites,South Indian,300.0,No,No,3.8,189,Dine-out
New Sagar Fast Food,Banashankari,Quick Bites,"North Indian, South Indian",250.0,No,No,3.6,71,Dine-out
Parama Ruchi,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300.0,No,No,3.5,11,Dine-out
Thrilok Restaurant,Banashankari,Quick Bites,"Mangalorean, Seafood",350.0,No,No,3.4,9,Dine-out
Pizza Stop,Banashankari,Quick Bites,"Pizza, Italian",600.0,Yes,No,3.0,87,Dine-out
Hanumanthanagar Biryani Junction,Banashankari,Quick Bites,South Indian,300.0,No,No,3.5,17,Dine-out
SLV Refreshment,Banashankari,Quick Bites,South Indian,100.0,No,No,4.1,94,Dine-out
SVKP Daily Fresh,Banashankari,Quick Bites,South Indian,350.0,No,No,3.3,5,Dine-out
Srinagar Kabab Corner,Banashankari,Quick Bites,North Indian,250.0,No,No,3.4,10,Dine-out
Sri Venkateshwara Chat Centre,Banashankari,Quick Bites,Street Food,100.0,No,No,3.5,12,Dine-out
Vinay Bhel Corner,Banashankari,Quick Bites,Street Food,100.0,No,No,3.4,7,Dine-out
Nandi Chats and Juice,Banashankari,Quick Bites,Street Food,150.0,No,No,3.6,47,Dine-out
Just Shawarma,Banashankari,Quick Bites,Arabian,300.0,Yes,No,3.8,66,Dine-out
FOOD ADDA,Banashankari,Quick Bites,Fast Food,200.0,No,No,3.2,4,Dine-out
